,0,1,2,3,4
321,16,0.5,0.4,0.042148338,0.918414322
322,16,1,0.002,0.063286445,0.36713555
323,16,1,0.01,0.056227621,0.437723785
324,16,1,0.05,0.027387042,0.857331628
325,16,1,0.1,0.042561807,0.91543052
326,16,1,0.2,0.069590793,0.906777494
327,16,1,0.3,0.075387894,0.900980392
328,16,1,0.4,0.074808184,0.906777494
329,16,2,0.002,0.063286445,0.36713555
330,16,2,0.01,0.054880648,0.451193521
331,16,2,0.05,0.02243393,0.880392157
332,16,2,0.1,0.057638534,0.895098039
333,16,2,0.2,0.072203751,0.906734868
334,16,2,0.3,0.075102302,0.903836317
335,16,2,0.4,0.075102302,0.903836317
336,16,4,0.002,0.063286445,0.36713555
337,16,4,0.01,0.056040068,0.517860188
338,16,4,0.05,0.019198636,0.88627451
339,16,4,0.1,0.040656436,0.906862745
340,16,4,0.2,0.053205456,0.912574595
341,16,4,0.3,0.056104007,0.909676044
342,16,4,0.4,0.056104007,0.909676044
343,16,6,0.002,0.063286445,0.36713555
344,16,6,0.01,0.027352941,0.804731458
345,16,6,0.05,0.027352941,0.804731458
346,16,6,0.1,0.041538789,0.898039216
347,16,6,0.2,0.053205456,0.912574595
348,16,6,0.3,0.056104007,0.909676044
349,16,6,0.4,0.056104007,0.909676044
350,16,10,0.002,0.063286445,0.36713555
351,16,10,0.01,0.045038363,0.627877238
352,16,10,0.05,0.02415601,0.862787724
353,16,10,0.1,0.023554987,0.921355499
354,16,10,0.2,0.032335891,0.912574595
355,16,10,0.3,0.038132992,0.906777494
356,16,10,0.4,0.038132992,0.906777494
357,16,12,0.002,0.063286445,0.36713555
358,16,12,0.01,0.02529838,0.773103154
359,16,12,0.05,0.023849105,0.865856777
360,16,12,0.1,0.022369991,0.906734868
361,16,12,0.2,0.023806479,0.918456948
362,16,12,0.3,0.029603581,0.912659847
363,16,12,0.4,0.029603581,0.912659847
364,16,15,0.002,0.063286445,0.36713555
365,16,15,0.01,0.04202046,0.684143223
366,16,15,0.05,0.022097187,0.883375959
367,16,15,0.1,0.020907928,0.921355499
368,16,15,0.2,0.023806479,0.918456948
369,16,15,0.3,0.029603581,0.912659847
370,16,15,0.4,0.029603581,0.912659847
371,16,20,0.002,0.063286445,0.36713555
372,16,20,0.01,0.055460358,0.523657289
373,16,20,0.05,0.022097187,0.883375959
374,16,20,0.1,0.020907928,0.921355499
375,16,20,0.2,0.023806479,0.918456948
376,16,20,0.3,0.029603581,0.912659847
377,16,20,0.4,0.029603581,0.912659847
378,30,0.5,0.002,0.063286445,0.36713555
379,30,0.5,0.01,0.039262575,0.685635124
380,30,0.5,0.05,0.031530264,0.894927536
381,30,0.5,0.1,0.041359761,0.927067349
382,30,0.5,0.2,0.046905371,0.924168798
383,30,0.5,0.3,0.058499574,0.912574595
384,30,0.5,0.4,0.058499574,0.912574595
385,30,1,0.002,0.063286445,0.36713555
386,30,1,0.01,0.056227621,0.437723785
387,30,1,0.05,0.04216965,0.892114237
388,30,1,0.1,0.041606991,0.924211424
389,30,1,0.2,0.056184996,0.909633419
390,30,1,0.3,0.059083546,0.906734868
391,30,1,0.4,0.059083546,0.906734868
392,30,2,0.002,0.063286445,0.36713555
393,30,2,0.01,0.054880648,0.451193521
394,30,2,0.05,0.026491901,0.89198636
395,30,2,0.1,0.048350384,0.90971867
396,30,2,0.2,0.061479113,0.909633419
397,30,2,0.3,0.064377664,0.906734868
398,30,2,0.4,0.064377664,0.906734868
399,30,4,0.002,0.063286445,0.36713555
400,30,4,0.01,0.056040068,0.517860188
401,30,4,0.05,0.019198636,0.88627451
402,30,4,0.1,0.037719523,0.909761296
403,30,4,0.2,0.042067349,0.918456948
404,30,4,0.3,0.044965899,0.915558397
405,30,4,0.4,0.044965899,0.915558397
406,30,6,0.002,0.063286445,0.36713555
407,30,6,0.01,0.027352941,0.804731458
408,30,6,0.05,0.027352941,0.804731458
409,30,6,0.1,0.038601876,0.900937766
410,30,6,0.2,0.042067349,0.918456948
411,30,6,0.3,0.044965899,0.915558397
412,30,6,0.4,0.044965899,0.915558397
413,30,10,0.002,0.063286445,0.36713555
414,30,10,0.01,0.045038363,0.627877238
415,30,10,0.05,0.02415601,0.862787724
416,30,10,0.1,0.021487639,0.915558397
417,30,10,0.2,0.021487639,0.915558397
418,30,10,0.3,0.024386189,0.912659847
419,30,10,0.4,0.024386189,0.912659847
420,30,12,0.002,0.063286445,0.36713555
421,30,12,0.01,0.02529838,0.773103154
422,30,12,0.05,0.023849105,0.865856777
423,30,12,0.1,0.022949702,0.900937766
424,30,12,0.2,0.021487639,0.915558397
425,30,12,0.3,0.024386189,0.912659847
426,30,12,0.4,0.024386189,0.912659847
427,30,15,0.002,0.063286445,0.36713555
428,30,15,0.01,0.04202046,0.684143223
429,30,15,0.05,0.022097187,0.883375959
430,30,15,0.1,0.021487639,0.915558397
431,30,15,0.2,0.021487639,0.915558397
432,30,15,0.3,0.024386189,0.912659847
433,30,15,0.4,0.024386189,0.912659847
434,30,20,0.002,0.063286445,0.36713555
435,30,20,0.01,0.055460358,0.523657289
436,30,20,0.05,0.022097187,0.883375959
437,30,20,0.1,0.021487639,0.915558397
438,30,20,0.2,0.021487639,0.915558397
439,30,20,0.3,0.024386189,0.912659847
440,30,20,0.4,0.024386189,0.912659847
441,50,0.5,0.002,0.063286445,0.36713555
442,50,0.5,0.01,0.039262575,0.685635124
443,50,0.5,0.05,0.038810742,0.900767263
444,50,0.5,0.1,0.043712702,0.930008525
445,50,0.5,0.2,0.04955243,0.924168798
446,50,0.5,0.3,0.061146633,0.912574595
447,50,0.5,0.4,0.061146633,0.912574595
448,50,1,0.002,0.063286445,0.36713555
449,50,1,0.01,0.056227621,0.437723785
450,50,1,0.05,0.045068201,0.889215686
451,50,1,0.1,0.046244672,0.903921569
452,50,1,0.2,0.052127025,0.898039216
453,50,1,0.3,0.055025575,0.895140665
454,50,1,0.4,0.055025575,0.895140665
455,50,2,0.002,0.063286445,0.36713555
456,50,2,0.01,0.054880648,0.451193521
457,50,2,0.05,0.031129582,0.871696505
458,50,2,0.1,0.042988065,0.883546462
459,50,2,0.2,0.047421142,0.892156863
460,50,2,0.3,0.050319693,0.889258312
461,50,2,0.4,0.050319693,0.889258312
462,50,4,0.002,0.063286445,0.36713555
463,50,4,0.01,0.056040068,0.517860188
464,50,4,0.05,0.027894288,0.877578858
465,50,4,0.1,0.039458653,0.892369991
466,50,4,0.2,0.038009378,0.906862745
467,50,4,0.3,0.040907928,0.903964194
468,50,4,0.4,0.040907928,0.903964194
469,50,6,0.002,0.063286445,0.36713555
470,50,6,0.01,0.027352941,0.804731458
471,50,6,0.05,0.034309463,0.81342711
472,50,6,0.1,0.040341006,0.883546462
473,50,6,0.2,0.038009378,0.906862745
474,50,6,0.3,0.040907928,0.903964194
475,50,6,0.4,0.040907928,0.903964194
476,50,10,0.002,0.063286445,0.36713555
477,50,10,0.01,0.045038363,0.627877238
478,50,10,0.05,0.02415601,0.862787724
479,50,10,0.1,0.021487639,0.915558397
480,50,10,0.2,0.021487639,0.915558397
481,50,10,0.3,0.024386189,0.912659847
482,50,10,0.4,0.024386189,0.912659847
483,50,12,0.002,0.063286445,0.36713555
484,50,12,0.01,0.02529838,0.773103154
485,50,12,0.05,0.023849105,0.865856777
486,50,12,0.1,0.022949702,0.900937766
487,50,12,0.2,0.021487639,0.915558397
488,50,12,0.3,0.024386189,0.912659847
489,50,12,0.4,0.024386189,0.912659847
490,50,15,0.002,0.063286445,0.36713555
491,50,15,0.01,0.04202046,0.684143223
492,50,15,0.05,0.022097187,0.883375959
493,50,15,0.1,0.021487639,0.915558397
494,50,15,0.2,0.021487639,0.915558397
495,50,15,0.3,0.024386189,0.912659847
496,50,15,0.4,0.024386189,0.912659847
497,50,20,0.002,0.063286445,0.36713555
498,50,20,0.01,0.055460358,0.523657289
499,50,20,0.05,0.022097187,0.883375959
500,50,20,0.1,0.021487639,0.915558397
501,50,20,0.2,0.021487639,0.915558397
502,50,20,0.3,0.024386189,0.912659847
503,50,20,0.4,0.024386189,0.912659847
504,80,0.5,0.002,0.063286445,0.36713555
505,80,0.5,0.01,0.039262575,0.685635124
506,80,0.5,0.05,0.038810742,0.900767263
507,80,0.5,0.1,0.043712702,0.930008525
508,80,0.5,0.2,0.04955243,0.924168798
509,80,0.5,0.3,0.061146633,0.912574595
510,80,0.5,0.4,0.061146633,0.912574595
511,80,1,0.002,0.063286445,0.36713555
512,80,1,0.01,0.056227621,0.437723785
513,80,1,0.05,0.045068201,0.889215686
514,80,1,0.1,0.046244672,0.903921569
515,80,1,0.2,0.052127025,0.898039216
516,80,1,0.3,0.055025575,0.895140665
517,80,1,0.4,0.055025575,0.895140665
518,80,2,0.002,0.063286445,0.36713555
519,80,2,0.01,0.054880648,0.451193521
520,80,2,0.05,0.031129582,0.871696505
521,80,2,0.1,0.042988065,0.883546462
522,80,2,0.2,0.047421142,0.892156863
523,80,2,0.3,0.050319693,0.889258312
524,80,2,0.4,0.050319693,0.889258312
525,80,4,0.002,0.063286445,0.36713555
526,80,4,0.01,0.056040068,0.517860188
527,80,4,0.05,0.027894288,0.877578858
528,80,4,0.1,0.039458653,0.892369991
529,80,4,0.2,0.038009378,0.906862745
530,80,4,0.3,0.040907928,0.903964194
531,80,4,0.4,0.040907928,0.903964194
532,80,6,0.002,0.063286445,0.36713555
533,80,6,0.01,0.027352941,0.804731458
534,80,6,0.05,0.034309463,0.81342711
535,80,6,0.1,0.040341006,0.883546462
536,80,6,0.2,0.038009378,0.906862745
537,80,6,0.3,0.040907928,0.903964194
538,80,6,0.4,0.040907928,0.903964194
539,80,10,0.002,0.063286445,0.36713555
540,80,10,0.01,0.045038363,0.627877238
541,80,10,0.05,0.02415601,0.862787724
542,80,10,0.1,0.021487639,0.915558397
543,80,10,0.2,0.021487639,0.915558397
544,80,10,0.3,0.024386189,0.912659847
545,80,10,0.4,0.024386189,0.912659847
546,80,12,0.002,0.063286445,0.36713555
547,80,12,0.01,0.02529838,0.773103154
548,80,12,0.05,0.023849105,0.865856777
549,80,12,0.1,0.022949702,0.900937766
550,80,12,0.2,0.021487639,0.915558397
551,80,12,0.3,0.024386189,0.912659847
552,80,12,0.4,0.024386189,0.912659847
553,80,15,0.002,0.063286445,0.36713555
554,80,15,0.01,0.04202046,0.684143223
555,80,15,0.05,0.022097187,0.883375959
556,80,15,0.1,0.021487639,0.915558397
557,80,15,0.2,0.021487639,0.915558397
558,80,15,0.3,0.024386189,0.912659847
559,80,15,0.4,0.024386189,0.912659847
560,80,20,0.002,0.063286445,0.36713555
561,80,20,0.01,0.055460358,0.523657289
562,80,20,0.05,0.022097187,0.883375959
563,80,20,0.1,0.021487639,0.915558397
564,80,20,0.2,0.021487639,0.915558397
565,80,20,0.3,0.024386189,0.912659847
566,80,20,0.4,0.024386189,0.912659847
567,120,0.5,0.002,0.063286445,0.36713555
568,120,0.5,0.01,0.039262575,0.685635124
569,120,0.5,0.05,0.345387894,0.615174766
570,120,0.5,0.1,0.350289855,0.644416027
571,120,0.5,0.2,0.356129582,0.6385763
572,120,0.5,0.3,0.367723785,0.626982097
573,120,0.5,0.4,0.367723785,0.626982097
574,120,1,0.002,0.063286445,0.36713555
575,120,1,0.01,0.178465473,0.344373402
576,120,1,0.05,0.357178176,0.626939471
577,120,1,0.1,0.358354646,0.641645354
578,120,1,0.2,0.364236999,0.635763001
579,120,1,0.3,0.36713555,0.63286445
580,120,1,0.4,0.36713555,0.63286445
581,120,2,0.002,0.063286445,0.36713555
582,120,2,0.01,0.243000853,0.307843137
583,120,2,0.05,0.347945439,0.615302643
584,120,2,0.1,0.359803922,0.6271526
585,120,2,0.2,0.364236999,0.635763001
586,120,2,0.3,0.36713555,0.63286445
587,120,2,0.4,0.36713555,0.63286445
588,120,4,0.002,0.063286445,0.36713555
589,120,4,0.01,0.253572038,0.359803922
590,120,4,0.05,0.35412191,0.606479113
591,120,4,0.1,0.365686275,0.621270247
592,120,4,0.2,0.364236999,0.635763001
593,120,4,0.3,0.36713555,0.63286445
594,120,4,0.4,0.36713555,0.63286445
595,120,6,0.002,0.063286445,0.36713555
596,120,6,0.01,0.22488491,0.646675192
597,120,6,0.05,0.360537084,0.542327366
598,120,6,0.1,0.366568627,0.612446718
599,120,6,0.2,0.364236999,0.635763001
600,120,6,0.3,0.36713555,0.63286445
601,120,6,0.4,0.36713555,0.63286445
602,120,10,0.002,0.063286445,0.36713555
603,120,10,0.01,0.387787724,0.348081841
604,120,10,0.05,0.366905371,0.582992327
605,120,10,0.1,0.364236999,0.635763001
606,120,10,0.2,0.364236999,0.635763001
607,120,10,0.3,0.36713555,0.63286445
608,120,10,0.4,0.36713555,0.63286445
609,120,12,0.002,0.063286445,0.36713555
610,120,12,0.01,0.368047741,0.493307758
611,120,12,0.05,0.366598465,0.586061381
612,120,12,0.1,0.365699062,0.62114237
613,120,12,0.2,0.364236999,0.635763001
614,120,12,0.3,0.36713555,0.63286445
615,120,12,0.4,0.36713555,0.63286445
616,120,15,0.002,0.063286445,0.36713555
617,120,15,0.01,0.384769821,0.404347826
618,120,15,0.05,0.364846547,0.603580563
619,120,15,0.1,0.364236999,0.635763001
620,120,15,0.2,0.364236999,0.635763001
621,120,15,0.3,0.36713555,0.63286445
622,120,15,0.4,0.36713555,0.63286445
623,120,20,0.002,0.063286445,0.36713555
624,120,20,0.01,0.398209719,0.243861893
625,120,20,0.05,0.364846547,0.603580563
626,120,20,0.1,0.364236999,0.635763001
627,120,20,0.2,0.364236999,0.635763001
628,120,20,0.3,0.36713555,0.63286445
629,120,20,0.4,0.36713555,0.63286445
